code,label,description,position,bookmark
439,Autres emprunts,,Passif,
44,Dettes commerciales,,Passif,
440,Fournisseurs,,Passif,
441,Effets à payer,,Passif,
444,Factures à recevoir,,Passif,
45,"Dettes fiscales, salariales et sociales",,Passif,
450,Dettes fiscales estimées,,Passif,
4505, à 4507  Autres impôts et taxes belges,,Passif,
4508,Impôts et taxes étrangers,,Passif,
451,Tva à payer,,Passif,
452,Impôts et taxes à payer,,Passif,
4525,Autres impôts et taxes belges,,Passif,
4528,Impôts et taxes étrangers,,Passif,
453,Précomptes retenus,,Passif,
454,Office national de la Sécurité sociale,,Passif,
455,Rémunérations,,Passif,
456,Pécules de vacances,,Passif,
459,Autres dettes sociales,,Passif,
46,Acomptes sur commandes,,Passif,
48,Dettes diverses,,Passif,
480,Obligations et coupons échus,,Passif,
483,Subsides à rembourser,,Passif,
488,Cautionnements reçus en numéraire,,Passif,
489,Autres dettes diverses,,Passif,
4890,Productives d’intérêts,,Passif,
4891,Non productives d’intérêts ou assorties d’un intérêt anormalement faible,,Passif,
49,Comptes de régularisation et d'attente,,Actif,
490,Charge à reporter,,Actif,
491,Produit acquis,,Actif,
492,Charge à imputer,,Passif,
493,Produit à reporter,,Passif,
4931,Produit à reporter (créditeur),,Passif,
4932,Produit à reporter (débiteur),,Actif,
499,Comptes d'attente,,Passif,
5,PLACEMENTS DE TRÉSORERIE ET VALEURS DISPONIBLES,,Actif,
50,"Placements de trésorerie autres que actions et parts, titres à revenu fixe et dépôts à terme",,Actif,
500,Valeur d'acquisition,,Actif,
509,Réductions de valeurs actées,,Actif,
51,Actions et parts,,Actif,
510,Valeur d'acquisition,,Actif,
511,Montants non appelés,,Actif,
519,Réductions de valeur actées,,Actif,
52,Titres à revenu fixe,,Actif,
520,Valeur d'acquisition,,Actif,
529,Réductions de valeurs actées,,Actif,
53,Dépôts à terme,,Actif,
530,De plus d'un an,,Actif,
531,De plus d'un mois et à un an au plus,,Actif,
532,D'un mois au plus,,Actif,
539,Réductions de valeur actées,,Actif,
54,Valeurs échues à l'encaissement,,Actif,
55,Établissements de crédit,,Actif,
56,Comptes bancaires,,Actif,Favori
57,Caisses,,Actif,
570,Caisses-espèces,,Actif,Favori
578,Caisses-timbres,,Actif,
58,Virements internes,,Actif,
6,CHARGES,,Charge,
60,Approvisionnements et marchandises,,Charge,
600,Achats de matières premières,,Charge,Favori
601,Achats de fournitures,,Charge,Favori
602,"Achats de services, travaux et études",,Charge,Favori
603,Sous-traitances générales,,Charge,Favori
604,Achats de marchandises,,Charge,Favori
605,Achats d'immeubles destinés à la vente,,Charge,
608,"Remises, ristournes et rabais obtenus",,Charge,
609,Variation des stocks,,Charge,
6090,de matières premières,,Charge,
6091,de fournitures,,Charge,
6094,de marchandises,,Charge,
6095,d'immeubles destinés à la vente,,Charge,
61,Services et biens divers,,Charge,Favori
617,Personnel intérimaire et personnes mises à  la disposition de l’association ou de la fondation,,Charge,
618,"Rémunérations, primes pour assurances extralégales, pensions de retraite et de survie des administrateurs qui ne sont pas attribuées en vertu d'un contrat de travail",,Charge,
62,"Rémunérations, charges sociales et pensions",,Charge,
620,Rémunérations et avantages sociaux directs,,Charge,Favori
6200,Administrateurs ou gérants,,Charge,
6201,Personnel de direction,,Charge,
6202,Employés,,Charge,
6203,Ouvriers,,Charge,
6204,Autres membres du personnel,,Charge,
621,Cotisations patronales pour assurances sociales,,Charge,
622,Primes patronales pour assurances extra-légales,,Charge,
623,Autres frais du personnel,,Charge,
624,Pensions de retraite et de survie,,Charge,
6240,Administrateurs ou gérants (27),,Charge,
6241,Personnel,,Charge,
63,"Amortissements, réductions de valeur et provisions pour risques et charges",,Charge,
630,Dotations aux amortissements et aux réductions de valeur sur immobilisations,,Charge,
6300,Dotations aux amortissements sur frais d'établissement,,Charge,
6301,Dotation aux amortissements sur immobilisations incorporelles,,Charge,
6302,Dotation aux amortissements sur immobilisations corporelles,,Charge,
6308,Dotation aux réductions de valeurs sur immobilisations incorporelles,,Charge,
6309,Dotation aux réductions de valeurs sur immobilisations corporelles,,Charge,
631,Réductions de valeur sur stocks,,Charge,
6310,Dotations,,Charge,
6311,Reprises,,Charge,
632,Réductions de valeur sur commandes en cours d'exécution,,Charge,
6320,Dotations,,Charge,
6321,Reprises,,Charge,
633,Réductions de valeur sur créances commerciales à plus d'un an,,Charge,
6330,Dotations,,Charge,
6331,Reprises,,Charge,
634,Réductions de valeur sur créances à un an au plus,,Charge,
6340,Dotations,,Charge,
6341,Reprises,,Charge,
635,Provisions pour pensions et obligations similaires,,Charge,
6350,Dotations,,Charge,
6351,Utilisations et reprises,,Charge,
636,Provisions pour grosses réparations et gros entretiens,,Charge,
6360,Dotations,,Charge,
6361,Utilisations et reprises,,Charge,
637,Provisions pour obligations environnementales,,Charge,
6370,Dotations,,Charge,
6371,Utilisations et reprises,,Charge,
638,Provisions pour subsides et legs à rembourser et pour dons avec droit de reprise,,Charge,
6380,Dotations,,Charge,
6381,Utilisations et reprises,,Charge,
639,Provisions pour autres risques et charges,,Charge,
6390,Dotations,,Charge,
6391,Utilisations et reprises,,Charge,
64,Autres charges d'exploitation,,Charge,
640,Charges fiscales,,Charge,
641,Moins-values sur réalisations courantes d'immobilisations corporelles,,Charge,
642,Moins-values sur réalisations de créances commerciales,,Charge,
643,Dons,,Charge,
644,644-648 Charges d'exploitations diverses,À subdiviser,Charge,
649,Charges d'exploitation portées à l'actif au titre de frais de restructuration (–),,Charge,
65,Charges financières,,Charge,
650,Charges des dettes,,Charge,
6500,"Intérêts, commissions et frais afférents aux dettes",,Charge,
6501,Amortissements frais d'émission d'emprunts et des primes de remboursement,,Charge,
6502,Intérêts intercalaires portés à l'actif,,Charge,
651,Réductions de valeur sur actifs circulants,,Charge,
6510,Dotations,,Charge,
6511,Reprises,,Charge,
652,Moins-values sur réalisation d'actifs circulants,,Charge,
653,Charges d'escompte de créances,,Charge,
654,Différences de change,,Charge,
655,Écarts de conversion des devises,,Charge,
656,Provisions à caractère financier,,Charge,
6560,Dotations,,Charge,
6561,Utilisations et reprises,,Charge,
657,Charges financières diverses,À subdiviser,Charge,
659,Charges financières portées à l'actif au titre de frais de restructuration,,Charge,
66,Charges d’exploitation ou financières non récurrentes,,Charge,
660,Amortissements et réductions de valeur non récurrents (dotations),,Charge,
6600,sur frais d'établissement,,Charge,
6601,sur immobilisations incorporelles,,Charge,
6602,sur immobilisations corporelles,,Charge,
661,Réduction de valeur sur immobilisations financières (dotation),,Charge,
662,Provisions pour risques et charges non récurrents,,Charge,
6620,Provisions pour risques et charges d’exploitation non récurrents,,Charge,
66200,Dotations,,Charge,
66201,Utilisations,,Charge,
6621,Provisions pour risques et charges financiers non récurrents,,Charge,
66210,Dotations,,Charge,
66211,Utilisation,,Charge,
663,Moins-values sur réalisation d'actifs immobilisés,,Charge,
6630,Moins-values sur réalisation d'immobilisations incorporelles et corporelles,,Charge,
6631,Moins-values sur réalisations d'actifs immobilisés,,Charge,
664,664 à 667 Autres charges d'exploitation non récurrentes,À subdiviser,Charge,
668,Autres charges financières non récurrentes,,Charge,
6690,Charges d’exploitation portées à l’actif au titre de frais de restructuration,,Charge,
6691,Charges financières non récurrentes portées à l'actif au titre de frais de restructuration,,Charge,
67,Impôts,,Charge,
670, Impôts belges sur le résultat de l’exercice,,Charge,
6701,Excédent de versements d'impôts et de précomptes porté à l’actif (–),,Charge,
6702, Charges fiscales estimées,,Charge,
6710,Suppléments d'impôts dus ou versés,,Charge,
6711, Suppléments d'impôts estimés,,Charge,
6712,Provisions fiscales constituées," Impôts étrangers sur le résultat de l’exercice, impôts étrangers sur le résultat d'exercices antérieurs",Charge,
68, Transferts aux impôts différés et aux réserves immunisées,,Charge,
680, Transferts aux impôts différés,,Charge,
689,Transferts aux réserves immunisées,,Charge,
69,Affectations et prélèvements,,Charge,
690,Résultat négatif de l'exercice antérieur reporté,,Passif,
691,Transfert aux fonds affectés et autres réserves,,Actif,
692,Résultat positif à reporter,,Actif,
7,PRODUITS,,Produit,
70,Chiffre d'affaires,,Produit,
700,Ventes et prestations de services,,Produit,Favori
708,"Remises, ristournes et rabais accordés",,Produit,
71,Variation des stocks et des commandes en cours d’exécution,,Produit,
712,Des en-cours de fabrication,,Produit,Favori
713,Des produits finis,,Produit,Favori
715,Des immeubles construits destinés à la vente,,Produit,
717,Des commandes en cours d'exécution,,Produit,
7170,Valeur d'acquisition,,Produit,
7171,Bénéfice pris en compte,,Produit,
72,Production immobilisée,,Produit,
73,"Cotisations, dons, legs et subsides",,Produit,Favori
730,Cotisations,,Produit,Favori
731,Dons,,Produit,Favori
732,Legs,,Produit,Favori
733,Subsides,,Produit,Favori
74,Autres produits d’exploitation,,Produit,Favori
741,Plus-values sur réalisations courantes d'immobilisations corporelles,,Produit,
742,Plus-values sur réalisation de créances commerciales,,Produit,
743,743-749 Produits d'exploitation divers,À subdiviser,Produit,
75,Produits financiers,,Produit,Favori
750,Produits des immobilisations financières,,Produit,
751,Produits des actifs circulants,,Produit,
752,Plus-values sur la réalisation d'actifs circulants,,Produit,
753,(libellé vide dans la version officielle),,Produit,
754,Différences de change,,Produit,
755,Écarts de conversion des devises,,Produit,
756,756-759 Produits financiers divers,À subdiviser,Produit,
76,Produits d'exploitation ou financiers non récurrents,,Produit,
760,Reprise d'amortissements et réductions de valeur,,Produit,
7600,Reprise sur immobilisations incorporelles,,Produit,
7601,Reprise sur immobilisations corporelles,,Produit,
761,Reprises de réductions de valeur sur immobilisations financières,,Produit,
762,Reprises de provisions pour risques et charges non récurrents,,Produit,
7620,Reprises de provisions pour risques et charges d’exploitation non récurrents,,Produit,
7621,Reprises de provisions pour risques et charges financiers non récurrents,,Produit,
763,Plus-values sur réalisation d'actifs immobilisés,,Produit,
7630,Plus-values sur réalisation d'immobilisations incorporelles et corporelles,,Produit,
7631,Plus-values sur réalisations d'actifs immobilisés,,Produit,
764,764-768 Autres produits d’exploitation non récurrents,À subdiviser,Produit,
769,Autres produits financiers non récurrents,,Produit,
77,Régularisation d'impôts,,Produit,
78,Prélèvement sur les réserves immunisées et les impôts différés,,Produit,
780,Prélèvement sur les impôts différés,,Produit,
789,Prélèvement sur les réserves immunisées,,Produit,
79,Affectations et prélèvements,,Produit,
790,Résultat positif de l'exercice antérieur reporté,Résultat excédentaire,Produit,
791,Autres réserves,,Produit,
792,Résultat négatif à reporter,Résultat déficitaire,Charge,
890,Ouverture,,,
891,Clôture,,,
0,DROITS ET ENGAGEMENTS HORS BILAN,Sont portés dans les comptes de la classe 0 les droits et engagements autres que ceux qui doivent être portés dans les comptes des classes 1 à 5.,,
00,Garanties constituées par des tiers pour compte de l’association ou de la fondation,,,
000,"Créanciers de l'association ou de la fondation, bénéficiaires de garanties de tiers",,,
001,Tiers constituants de garanties pour compte de l’association ou de la fondation,,,
01,Garanties personnelles pour compte de tiers,,,
010,Débiteurs pour engagements sur effets en circulation,,,
011,Créanciers d'engagements sur effets en circulation,,,
0110,Effets cédés par l’association ou la fondation sous son endos,,,
0111,Autres engagements sur effets en circulation,,,
012,Débiteurs pour autres garanties personnelles,,,
013,Créanciers d'autres garanties personnelles,,,
02,Garanties réelles constituées sur avoirs propres,,,
020,"Créanciers de l'association ou de la fondation, bénéficiaires de garanties réelles",,,
021,Garanties réelles constituées pour compte propre,,,
022,"Créanciers de tiers, bénéficiaires de garanties réelles",,,
023,Garanties réelles constituées pour compte de tiers,,,
03,Garanties reçues,,,
032,Garanties reçues,,,
033,Constituants de garanties,,,
04,Biens et valeurs détenus par des tiers en leur nom mais aux risques et profits de l’association ou de la fondation,,,
040,"Tiers, détenteurs en leur nom mais aux risques et profits de l'association ou de la fondation de biens et de valeurs",,,
041,Biens et valeurs détenus par des tiers en leur nom mais aux risques et profits de l’association ou de la fondation,,,
05,Engagements d'acquisition et de cession d’immobilisations,,,
050,Engagements d'acquisition,,,
051,Créanciers d'engagements d'acquisition,,,
052,Débiteurs pour engagements de cession,,,
053,Engagements de cession,,,
06,Marchés à terme,,,
060,Marchandises achetées à terme - à recevoir,,,
061,Créanciers pour marchandises achetées à terme,,,
062,Débiteurs pour marchandises vendues à terme,,,
063,Marchandises vendues à terme - à livrer,,,
064,Devises achetées à terme - à recevoir,,,
065,Créanciers pour devises achetées à terme,,,
066,Débiteurs pour devises vendues à terme,,,
067,Devises vendues à terme - à livrer,,,
07,Biens et valeurs de tiers détenus par l'association ou la fondation,,,
070,Droits d'usage à long terme,,,
0700,Sur terrains et constructions,,,
0701,"Sur installations, machines et outillage",,,
0702,Sur mobilier et matériel roulant,,,
071,Créanciers de loyers et redevances,,,
072,"Biens et valeurs de tiers reçus en dépôt, en consignation ou à façon",,,
073,Commettants et déposants de biens et de valeurs,,,
074,Biens et valeurs détenus pour compte ou aux risques et profits de tiers,,,
075,Créanciers de biens et valeurs détenus pour compte de tiers ou à leurs risques et profits,,,
09,Droits et engagements divers,,,
