code,label,description,position,bookmark
530,Caisse,,Actif ou passif,Favori
6,Classe 6 — Comptes de charges,,Charge,
60,ACHATS DE MATIÈRES ET FOURNITURES,,Charge,
601,Eau,,Charge,Favori
602,Électricité,,Charge,Favori
603,"Chauffage, énergie et combustibles",,Charge,Favori
604,Achats produits d'entretien et petits équipements,,Charge,Favori
605,Matériel,,Charge,Favori
606,Fournitures,,Charge,Favori
61,SERVICES EXTÉRIEURS,,Charge,
611,Nettoyage des locaux,,Charge,Favori
612,Locations immobilières,,Charge,Favori
613,Locations mobilières,,Charge,
614,Contrats de maintenance,,Charge,Favori
615,Entretien et petites réparations,,Charge,Favori
616,Primes d'assurance,,Charge,Favori
62,FRAIS D’ADMINISTRATION ET HONORAIRES,,Charge,
621,Rémunération du syndic sur gestion copropriété,,Charge,
6211,Rémunération du syndic,,Charge,
6212,Débours,,Charge,
6213,Frais postaux,,Charge,Favori
622,Autres honoraires du syndic,,Charge,
6221,Honoraires travaux,,Charge,Favori
6222,Prestations particulières,,Charge,
6223,Autres honoraires,,Charge,
623,Rémunérations de tiers intervenants,,Charge,
624,Frais du conseil syndical,,Charge,
63,"IMPÔTS, TAXES ET VERSEMENTS ASSIMILÉS",,Charge,
632,Taxe de balayage,,Charge,Favori
633,Taxe foncière,,Charge,Favori
634,Autre impôt et taxe,,Charge,Favori
64,FRAIS DE PERSONNEL,,Charge,
641,Salaires,,Charge,Favori
642,Charges sociales et organismes sociaux,,Charge,Favori
644,"Autres (médecine du travail, mutuelle, etc.)",,Charge,Favori
649,Remboursements de charges de personnel,,Charge,
65,MONTANT SPÉCIFIQUE ALLOUÉ AU CONSEIL SYNDICAL,"Montant spécifique alloué au conseil syndical, au sein du budget prévisionnel, pour l'exercice de sa délégation de pouvoirs",Charge,
66,"CHARGES FINANCIÈRES DES EMPRUNTS, AGIOS OU AUTRES",,Charge,
661,Remboursements d'annuités d'emprunt,,Charge,Favori
662,Autres charges financières et agios,,Charge,
67,CHARGES POUR TRAVAUX ET OPÉRATIONS EXCEPTIONNELLES,,Charge,
671,Travaux décidés par l’assemblée générale,,Charge,Favori
672,Travaux urgents,,Charge,Favori
673,"Études techniques, diagnostic, consultation",,Charge,
677,Pertes sur créances irrécouvrables,,Charge,
678,Charges exceptionnelles,,Charge,
68,DOTATIONS AUX DÉPRÉCIATIONS SUR CRÉANCES DOUTEUSES,,Charge,
7,Classe 7 — Comptes de produits,,Produit,
70,APPELS DE FONDS,,Produit,
701,Provisions sur opérations courantes,,Produit,Favori
702,Provisions sur travaux de l’article 14-2 et opérations exceptionnelles,,Produit,
703,Avances,,Produit,Favori
704,Remboursements d’annuités d’emprunts,,Produit,
705,Études,,Produit,
706,Provisions au titre de la délégation de pouvoirs accordée au conseil syndical,,Produit,Favori
7061,Provisions sur opérations courantes,,Produit,Favori
7062,Provisions sur travaux et opérations exceptionnelles,,Produit,
71,AUTRES PRODUITS,,Produit,
711,Subventions,,Produit,Favori
712,Emprunts,,Produit,Favori
713,Indemnités d’assurance,,Produit,
714,Produits divers (dont intérêts légaux dus par les copropriétaires),,Produit,
716,Produits financiers,,Produit,Favori
718,Produits exceptionnels,,Produit,
78,REPRISES DE DÉPRÉCIATIONS SUR CRÉANCES DOUTEUSES,Reprises de dépréciations sur créances douteuses,Produit,
8,Classe 8 ­— Comptes spéciaux,,,
89,COMPTES DE BILAN,,,
890,Bilan d'ouverture,,Actif ou passif,
891,Bilan de clôture,,Actif ou passif,
