code,label,description,position,bookmark
404,Fournisseurs d'immobilisations,,Actif ou passif,
405,Fournisseurs d'immos - Effets à payer,,Passif,
408,Fournisseurs - Factures non parvenues,,Passif,
4091,Fournisseurs - Avances & acomptes,,Actif,
41,Usagers et comptes rattachés,,Actif ou passif,
411,Usagers,,Actif ou passif,
4110,Autres usagers,Pour les dettes ou créances des membres,Actif ou passif,Favori
413,Usagers - Effets à recevoir,,Actif,
416,Usagers douteux ou litigieux,,Actif,
418,Usagers non encore facturés,,Actif,
4191,Usagers créditeurs : Avances et acomptes,,Passif,
42,Personnel et comptes rattachés,,Actif ou passif,
421,Personnel : Rémunérations dues,,Passif,
4210,Autres membres du personnel,Dettes dûes aux salarié⋅e⋅s,Actif ou passif,Favori
422,Comité social et économique,,Actif ou passif,
425,Personnel - Avances et acomptes et autres comptes débiteurs,,Actif,
426,Personnel - Dépôts,,Passif,
427,Personnel - Oppositions,,Passif,
428,Personnel - Charges à payer,,Passif,
4282,Dettes provisionnées pour congés à payer,,Actif ou passif,
4286,Autres charges à payer,,Actif ou passif,
43,Sécurité sociale et autres organismes sociaux,,Passif,
431,Sécurité sociale,,Passif,
437,Autres organismes sociaux,,Passif,
4372,Mutuelles,,Passif,
4373,Caisses de retraites et de prévoyance,,Passif,
4378,Autres organismes sociaux,,Passif,
438,Organismes sociaux - Charges à payer,,Passif,
4382,Charges sociales sur congés à payer,,Passif,
4386,Autres charges à payer,,Passif,
4387,Produits à recevoir,,Passif,
439,Organismes sociaux - Produits à recevoir,,Actif,
44,État et autres collectivités publiques,,Actif,
441,État - Subventions et aides à recevoir,,Actif,
4421,Prélèvements à la source - Impôt sur le revenu,,Actif ou passif,
444,État - Impôts sur les bénéfices,,Actif ou passif,
4452,TVA due intracommunautaire,,Actif ou passif,
4455,Taxes sur le chiffre d'affaires à décaisser,,Actif,
44551,TVA à décaisser,,Actif ou passif,
44558,Taxes assimilées à la TVA,,Actif ou passif,
4456,Taxes sur le chiffre d'affaires déductibles,,Actif ou passif,
44562,TVA déductible sur immobilisations,,Actif,
44566,TVA déductible sur autres biens et services,,Actif,
44567,Crédit de TVA à reporter,,Actif,
44568,Taxes assimilées à la TVA,,Actif,
4457,Taxes sur le chiffre d'affaires collectées,,Actif,
44571,TVA normale collectée,,Actif,
445711,TVA réduite collectée,,Actif,
445712,TVA super-réduite collectée,,Actif,
445713,TVA intermédiaire collectée,,Actif,
44578,Taxes assimilées à la TVA,,Actif,
4458,Taxes sur le chiffre d'affaires à régulariser ou en attente,,Actif,
447,"Autres impôts, taxes et versements assimilés",,Actif,
448,État - Charges à payer et produits à recevoir,,Actif ou passif,
4481,État - Charges à Payer,,Passif,
44811,Charges fiscales sur congés à payer,,Passif,
44812,Charges à payer,,Passif,
4482,État - Produits à recevoir,,Actif,
45,"Confédération, fédération, unions… affiliées",,Actif ou passif,
451,"Confédération, fédération et associations affiliées",,Actif ou passif,
455,Partenaires - comptes courants,,Actif ou passif,
46,Débiteurs divers et créditeurs divers,,Actif ou passif,
461,Dettes des legs ou donations,,Actif,
462,Créances sur cessions d'immobilisations,,Actif,
466,Créances reçues par legs ou donations,,Passif,
467,Divers comptes débiteurs et produits à recevoir,,Actif ou passif,
4671,Débiteurs divers,,Actif ou passif,
4672,Créditeurs divers,,Actif ou passif,
468,Divers comptes créditeurs et charges à payer,,Actif ou passif,
4681,Frais des bénévoles,,Actif ou passif,Favori
4686,Divers - Charges à payer,,Passif,
4687,Divers - Produits à recevoir,,Actif,
47,Comptes transitoires ou d'attente,,Actif ou passif,
4715,Compte de transit,,Actif ou passif,
4718,Compte d'attente,,Actif ou passif,
48,Comptes de régularisation,,Actif ou passif,
486,Charges constatées d'avance,,Actif,
487,Produits constatés d'avance,,Passif,
49,Dépréciations des comptes de tiers,,Actif ou passif,
491,Dépréciation des comptes d'usagers,,Passif,
496,Dépréciations des comptes de débiteurs divers,,Passif,
5,Classe 5 — Comptes financiers,,Actif,
50,Valeurs mobilières de placement,,Actif,
503,Actions,,Actif,
506,Obligations,,Actif,
508,Autres valeurs mobilières de placement et autres créances assimilées,,Actif,
51,"Banques, établissements financiers et assimilés",,Actif,
5112,Chèques à encaisser,,Actif,Favori
5115,Paiements par carte à encaisser,,Actif,
512,Banques,,Actif ou passif,
518,Intérêts courus,,Actif ou passif,
5181,Intérêts courus à payer,,Passif,
5188,Intérêts courus à recevoir,,Actif,
53,Caisses,,Actif,
530,Caisse,,Actif,Favori
58,Virements internes,,Actif ou passif,
580,Virements internes,,Actif ou passif,
59,Dépréciations des comptes financiers,,Passif,
590,Dépréciations des valeurs mobilières de placement,,Passif,
6,Classe 6 — Comptes de charges,,Charge,
60,Achats,,Charge,
601,Achats stockés - Matières premières et fournitures,"Un inventaire devra être réalisé en fin d’exercice. Pour des achats qui ne sont pas inventoriés, utiliser un compte 605, 606 ou 607.",Charge,Favori
602,Achats stockés - Autres approvisionnements,"Un inventaire devra être réalisé en fin d’exercice. Pour des achats qui ne sont pas inventoriés, utiliser un compte 605, 606 ou 607.",Charge,
6021,Achats stockés - Matières consommables,,Charge,
6022,Achats stockés - Fournitures consommables,,Charge,
60221,Achats stockés - Combustibles,,Charge,
60222,Achats stockés - Produits d'entretien,,Charge,
60223,Achats stockés - Fournitures d'atelier,,Charge,
60224,Achats stockés - Fournitures de magasin,,Charge,
60225,Achats stockés - Fournitures de bureau,,Charge,
6026,Achats stockés - Emballages,,Charge,
603,Variation des stocks d'approvisionnements et de marchandises,,Charge,
6031,Variation des stocks de matières premières et fournitures,,Charge,
6032,Variation des stocks des autres approvisionnements,,Charge,
6037,Variation des stocks de marchandises,,Charge,
604,Achats d'études et prestations de services,,Charge,Favori
605,"Achats matériel, équipements & travaux",,Charge,Favori
606,Achats non stockés de matières et fournitures,,Charge,
6061,"Fournitures non stockables (eau, énergie...)","Facture d'eau, d’électricité, etc.",Charge,Favori
60611,Eau,,Charge,
60612,Électricité,,Charge,
60613,Chauffage,"Bois de chauffage, facture de gaz, etc.",Charge,
6063,Fournitures d'entretien et petit équipement,Vis et matériel de bricolage (sauf outils) par exemple,Charge,Favori
6064,Fournitures administratives,"Cartouches d'encre, papier, matériel bureautique ou informatique, etc. (valeur généralement inférieure à 500 €)",Charge,Favori
6065,Petits logiciels,Par exemple contribution à un logiciel de gestion associative génial :-),Charge,Favori
6068,Autres fournitures & matières,,Charge,Favori
607,Achats de marchandises,Marchandises destinées à être revendues en l'état (sans transformation).,Charge,Favori
608,Frais accessoires d'achats,,Charge,
609,"Rabais, remises et ristournes sur achats","Rabais et remises obtenus des fournisseurs, dont le montant n’est pas connu au moment de la saisie de la facture en comptabilité.",Charge,
61,Services extérieurs,,Charge,
611,Sous-traitance générale,,Charge,
6122,Redevance crédit-bail mobilier,,Charge,
6125,Redevances crédit-bail immobilier,,Charge,
613,Locations,,Charge,
6132,Locations immobilières,Loyers versés pour un local loué,Charge,Favori
6135,Locations mobilières,,Charge,
614,Charges locatives et de copropriété,,Charge,Favori
615,Entretien et réparation,,Charge,
6152,Entretien et réparation sur biens immobiliers,,Charge,
6155,Entretien et réparation sur biens mobiliers,,Charge,
6156,Maintenance,,Charge,
616,Primes d'assurance,"Frais d’assurance local, activité, etc.",Charge,Favori
6161,Primes d'assurances multirisques,,Charge,
6164,Primes d'assurances pour risques d'exploitation,,Charge,
6165,Primes d'assurances pour insolvabilité usagers,,Charge,
617,Études et recherches,,Charge,
6181,Documentation générale,,Charge,
6183,Documentation technique,,Charge,
6185,"Frais de colloques, séminaires, conférences",,Charge,
6187,Prestations administratives,Exemple : feuilles de paie effectuées par un prestataires.,Charge,
62,Autres services extérieurs,,Charge,
621,Personnel extérieur à l'association,,Charge,
6211,Personnel intérimaire,,Charge,
6214,Personnel détaché ou prêté à l'association,,Charge,
62141,Mises à disposition de personnel salarié,Frais de mise à disposition via un groupement d’employeurs,Charge,Favori
622,Rémunérations d'intermédiaires et honoraires,,Charge,
6221,Commissions et courtages sur achats,,Charge,
6222,Commissions et courtages sur ventes,,Charge,
6226,Honoraires,"Sommes versées aux professions libérales (avocat, notaire, etc.)",Charge,
62264,Honoraires sur legs ou donations à céder,,Charge,
6227,Frais d'actes et de contentieux,Frais de justice par exemple.,Charge,
6228,Rémunérations divers intermédiaires & honoraires,,Charge,
623,"Publicité, publications, relations publiques","Bulletin ou journal de l’association, affiches, tracts, etc.",Charge,Favori
6231,Annonces et insertions,,Charge,
6232,Échantillons,,Charge,
6233,Foires et expositions,,Charge,
6234,Cadeaux aux usagers,,Charge,
6236,Catalogues et imprimés,,Charge,
6237,Publications,,Charge,
6238,"Divers (pourboires, dons courants)",,Charge,
624,Transports de biens et transports collectifs du personnel,,Charge,
6241,Transports sur achats,,Charge,
6242,Transports sur ventes,,Charge,
6243,Transports entre établissements,,Charge,
6244,Transports administratifs,,Charge,
6247,Transports collectifs du personnel,,Charge,
6248,Transports divers,,Charge,
625,"Déplacements, missions et réceptions","Billet de train, remboursement de frais kilométrique, etc.",Charge,Favori
6251,Voyages et déplacements,"Seulement quand le déplacement n’a pas d’autres frais (restauration par exemple), sinon utiliser le 6256.",Charge,
6255,Frais de déménagement,,Charge,
6256,Frais de missions,,Charge,
6257,Frais de réceptions,Frais de nourriture ou d’hébergement de bénévoles ou d’invités de l’association à l’occasion d’événements par exemple.,Charge,Favori
626,Frais postaux et de télécommunications,"Fournisseur d'accès à Internet, timbres, hébergeur du site web, etc.",Charge,Favori
627,Services bancaires et assimilés,"Frais bancaires, sauf agios en cas de découvert, à saisir en 6616.",Charge,Favori
628,Divers,,Charge,Favori
6281,Cotisations professionnelles,,Charge,
6284,Frais de recrutement du personnel,,Charge,
629,"Rabais, remises et ristournes obtenus sur autres services extérieurs",,Charge,
63,"Impôts, taxes et versements assimilés",,Charge,
631,"Impôts, taxes et versements assimilés sur rémunérations (administrations des impôts)",,Charge,
6311,Taxe sur les salaires,,Charge,
633,"Impôts, taxes et versements assimilés sur rémunérations (autres organismes)",,Charge,
6331,Versement de transport,,Charge,
6332,Allocations logement,,Charge,
6333,Contribution unique des employeurs à la formation professionnelle,,Charge,
6334,Participation des employeurs à l'effort de construction,,Charge,
6335,Versements libératoires ouvrant droit à l'exonération de la taxe d'apprentissage,,Charge,
6338,Autres,,Charge,
635,Autres - Administration des impôts,,Charge,
6351,Impôts directs,,Charge,
63511,Contribution économique territoriale,,Charge,
63512,Taxes foncières,,Charge,
63513,Autres impôts locaux,,Charge,
6354,Droits d'enregistrement et de timbre,,Charge,
63541,Droits de mutation,,Charge,
637,"Autres impôts, taxes et versements assimilés (autres organismes)",,Charge,
638,Rappel d’impôts,,Charge,
64,Charges de personnel,,Charge,
641,Rémunérations du personnel,,Charge,
6411,"Salaires, appointements",Montant brut des rémunérations,Charge,
6412,Congés payés,,Charge,
6413,Primes et gratifications,,Charge,
6414,Indemnités et avantages divers,"Indemnités correspondant à des remboursements de frais globaux ou forfaitaires (transport, déplacement, représentation…)",Charge,
6415,Supplément familial,,Charge,
645,Charges de sécurité sociale et de prévoyance,,Charge,Favori
6451,Cotisations à l'URSSAF,,Charge,
6452,Cotisations aux mutuelles,,Charge,
6453,Cotisations caisses de retraites et de prévoyance,,Charge,
6454,Cotisations versées au titre du chômage (France Travail),,Charge,
6458,Cotisations aux autres organismes sociaux,,Charge,
647,Autres charges sociales,,Charge,
6472,Versements au comité social et économique,,Charge,
6474,Versements aux autres œuvres sociales,,Charge,
6475,"Médecine du travail, pharmacie",,Charge,
648,Autres charges de personnel,,Charge,
6481,Indemnités du personnel de culte,,Charge,
6485,Charges sociales sur indemnités de culte,,Charge,
6488,Autres charges de personnel,,Charge,
649,Remboursements de charges de personnel,,Charge,
65,Autres charges de gestion courante,,Charge,
651,"Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires",,Charge,
6511,"Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires",,Charge,
6516,Droits d'auteur et de reproduction,Notamment frais versés à la SACEM,Charge,
6518,Autres droits et valeurs similaires,,Charge,
652,Valeurs comptables des immobilisations incorporelles et corporelles cédées,"Remplace le 657 du plan comptable général",Charge,
6521,Immobilisations reçues par legs ou donations,,Charge,
653,Charges de la générosité du public,,Charge,
6531,Autres charges sur legs ou donations,,Charge,
654,Pertes sur créances irrécouvrables,"Si c’est une créance exceptionnelle, enregistrer au 6714",Charge,
657,Aides financières,,Charge,
6571,Aides financières octroyées,"Contribution financière à une personne physique pour aide ou secours, ou à une autre entité pour la réalisation d’une action ou d’un investissement (sans fourniture de prestation ni de bien), en accord avec l’objet de l’association.",Charge,
6572,Quotes-parts de générosité reversée,,Charge,
6573,Apports ou affectations en numéraire,,Charge,
658,Pénalités et autres charges,,Charge,Favori
6582,"Pénalités, amendes fiscales et pénales",,Charge,
6586,Cotisations (vie statutaire),,Charge,
66,Charges financières,,Charge,
661,Charges d'intérêts,,Charge,
6611,Intérêts des emprunts et dettes,,Charge,
6616,Intérêts bancaires,,Charge,
6618,Intérêts des autres dettes,,Charge,
665,Escomptes accordés,,Charge,
666,Pertes de change financières,,Charge,
667,Charges nettes sur cessions de valeurs mobilières de placement,,Charge,
668,Autres charges financières,,Charge,
67,Charges exceptionnelles,,Charge,
671,Charges exceptionnelles sur opérations de gestion,,Charge,
672,Charges sur exercices antérieurs,"Ce compte doit être soldé à la fin de l’exercice comptable, et les charges réparties selon leur nature.",Charge,
678,Autres charges exceptionnelles,Autres dépenses exceptionnelles,Charge,Favori
68,"Dotations aux amortissements, aux dépréciations et aux provisions",,Charge,
681,"Dotations aux amortissements, aux dépréciations et aux provisions",,Charge,
6811,Dotations aux amortissements sur immobilisations incorporelles et corporelles,,Charge,
687,"Dotations aux amortissements, aux dépréciations et aux provisions",,Charge,
689,Reports en fonds dédiés,,Charge,
6891,Reports en fonds reportés,,Charge,
6894,Reports en fonds dédiés sur subventions d’exploitation,,Charge,
6895,Reports en fonds dédiés sur contributions financières d'autres organismes,,Charge,
6896,Reports en fonds dédiés sur ressources liées à la générosité du public,,Charge,
69,Impôts sur les bénéfices,,Charge,
695, Impôts sur les sociétés des personnes morales non lucratives,,Charge,
7,Classe 7 — Comptes de produits,,Produit,
70,"Ventes de produits finis, marchandises, prestations",,Produit,
701,Ventes de produits finis,Vente de produits fabriqués par l'association.,Produit,Favori
702,Ventes de produits intermédiaires,Vente de produits qui seront transformés ou détruits lors de la création d’un autre produit par un autre organisme.,Produit,
703,Ventes de produits résiduels,Vente de déchets et rebuts.,Produit,
704,Travaux,,Produit,
705,Études,,Produit,
706,Prestations de services,,Produit,Favori
7063,Parrainages,Soutien financier accordé en échange d’une contrepartie direct (comme de la publicité).,Produit,
707,Ventes de marchandises,Ventes de produits achetés et revendus en l’état,Produit,Favori
7073,Ventes de dons en nature,"Ventes d’objets donnés, sans être transformés (exemple : vêtements dans une ressourcerie).",Produit,
708,Produits des activités annexes,,Produit,
7081,Produits des services exploités dans l'intérêt du personnel,,Produit,
7083,Locations diverses,,Produit,
7084,Mise à disposition de personnel facturée,"Par exemple via un groupement d’employeur, du portage salarial, etc.",Produit,Favori
7085,Ports et frais accessoires facturés,,Produit,
7088,Autres produits d'activités annexes,,Produit,
709,"Rabais, remises et ristournes accordés",,Produit,
7091,RRR accordés sur ventes de produits finis,,Produit,
7092,RRR accordés sur ventes de produits intermédiaires,,Produit,
7094,RRR accordés sur travaux,,Produit,
7095,RRR accordés sur études,,Produit,
7096,RRR accordés sur prestations de services,,Produit,
7097,RRR accordés sur ventes de marchandises,,Produit,
71,Production stockée,,Produit,
713,Variation des stocks des en-cours de production et de produits,,Produit,
7133,Variation des en-cours de production de biens,,Produit,
7134,Variation des en-cours de production de services,,Produit,
7135,Variations de stocks de produits,,Produit,
72,Production immobilisée corporelle,,Produit,
721,Production immobilisée incorporelle,,Produit,
722,Production immobilisée corporelle,,Produit,
73,Concours publics,,Produit,
730,Concours publics,Contribution d’un organisme public en application d’une disposition réglementaire ou législative (différent d’une subvention).,Produit,
74,Subventions d’exploitation,,Produit,
740,Subventions reçues,,Produit,Favori
747,Quote-part des subventions d’investissement virée au résultat de l’exercice,,Produit,
748,Subventions d'exploitation diverses,,Produit,
75,Autres produits de gestion courante,,Produit,
751,"Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires",,Produit,
7511,"Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques",,Produit,
7516,Droits d'auteur et de reproduction,,Produit,
7518,Autres droits et valeurs similaires,,Produit,
754,Ressources liées à la générosité du public,Dons reçus,Produit,Favori
7541,Dons manuels,"Dons importants ou disproportionnés par rapport aux moyens du donateur, qui doivent être déclarés à l'administration fiscale",Produit,
75411,Dons manuels,,Produit,
75412,Abandons de frais par les bénévoles,,Produit,
75413,Abandons express de revenus ou de produits,"Exemple : abandon de droits d’auteurs, prêts de locaux à titres gratuits (abandon de loyer), etc.",Produit,
7542,Mécénat,,Produit,
7543,"Legs, donations et assurances-vie",,Produit,
75431,Assurances-vie,,Produit,
75432,Legs ou donations,,Produit,
75433,Autres produits sur legs ou donations,,Produit,
755,Contributions financières,,Produit,
7551,Contributions financières d’autres organismes,,Produit,
7552,Quotes-parts de générosité reçues,,Produit,
756,Cotisations,Cotisations des adhérent⋅e⋅s,Produit,Favori
7561,Cotisations sans contrepartie,,Produit,
7562,Cotisations avec contrepartie,,Produit,
757,Produits des cessions d'immobilisations incorporelles et corporelles,,Produit,
7571,Immobilisations reçues en legs ou donations destinées à être cédées,,Produit,
758,Indemnités et autres produits,,Produit,
7583,Rentrées sur créances amorties et gains de change sur créances et dettes d’exploitation,,Produit,
7587,Indemnités d’assurance,,Produit,
7588,Autres produits divers de gestion courante,,Produit,
76,Produits financiers,,Produit,
761,Produits des participations,,Produit,
762,Produits des autres immobilisations financières,,Produit,
763,Revenus des autres créances,,Produit,
764,Revenus des valeurs mobilières de placement,,Produit,
765,Escomptes obtenus,,Produit,
766,Gains de change,,Produit,
767,Produits nets sur cession valeurs mobilières de placement,,Produit,
768,Autres produits financiers,Par exemple intérêts des livrets,Produit,
77,Produits exceptionnels,,Produit,
7713,Libéralités perçues,,Produit,
7715,Subventions d'équilibre,,Produit,
7718,Autres produits exceptionnel sur opération de gestion,,Produit,
772,Produits sur exercices antérieurs,"À reclasser, ce compte devant être soldé à la clôture",Produit,
778,Autres produits exceptionnels,,Produit,
7780,Manifestations diverses,"Revenus provenant de manifestations au profit de l'association : droit d'entrée, location d'emplacement en vide grenier, ventes, etc.",Produit,Favori
78,"Reprises sur amortissement, dépréciations, engagements",,Produit,
781,Reprises / amortissements & provisions d'exploitation,,Produit,
7811,Amortissement immobilisations corporelles & incorporelles,,Produit,
7815,Reprises sur provisions d'exploitation,,Produit,
7816,Dépréciation immobilisations corporelles & incorporelles,,Produit,
78164,Reprises de dépréciations d’actifs reçus par legs ou donations destinés à être cédés,,Produit,
7817,Reprises sur dépréciations des actifs circulants,,Produit,
786,Reprises sur dépréciations et provisions,,Produit,
7865,Reprises sur provisions financières,,Produit,
7866,Reprises sur dépréciations des éléments financiers,,Produit,
787,Reprises sur dépréciations et provisions,,Produit,
7872,Reprises sur provisions réglementées (immobilisations),,Produit,
7873,Reprises sur provisions réglementées (stocks),,Produit,
7874,Reprises sur autres provisions réglementées,,Produit,
7875,Reprises sur provisions exceptionnelles,,Produit,
7876,Reprises sur dépréciations exceptionnelles,,Produit,
789,Utilisations fonds reportés et des fonds dédiés,,Produit,
7891,Utilisations des fonds reportés,,Produit,
7894,Utilisations des fonds dédiés sur subventions,,Produit,
7895,Utilisations des fonds dédiés sur contributions financières d’autres organismes,,Produit,
7896,Utilisations des fonds dédiés sur ressources liées à la générosité du public,,Produit,
8,Classe 8 ­— Comptes spéciaux,,,
86,Emplois des contributions volontaires en nature,,,
860,Secours en nature,,Charge,Favori
8601,Alimentaires,,Charge,Favori
8602,Vestimentaires,,Charge,Favori
861,Mise à dispositions gratuites de biens,,Charge,Favori
8611,Locaux,,Charge,Favori
8612,Matériels,,Charge,Favori
862,Prestations,,Charge,Favori
864,Personnel bénévole,,Charge,Favori
87,Contributions volontaires en nature,,,
870,Dons en nature,,Produit,Favori
871,Prestations en nature,,Produit,Favori
875,Bénévolat,,Produit,Favori
89,Comptes de bilan,,,
890,Bilan d'ouverture,,Actif ou passif,
891,Bilan de clôture,,Actif ou passif,
