code,label,description,position,bookmark
1516,Provisions pour pertes sur contrats - Provisions pour risques d'emploi,,Passif,
1518,Autres provisions pour risques,,Passif,
153,Provisions pour pensions et obligations similaires,,Passif,
154,Provisions pour restructurations,,Passif,
155,Provisions pour impôts,,Passif,
156,Provisions pour renouvellement des immobilisations (entreprises concessionnaires),,Passif,
157,Provisions pour charges à répartir sur plusieurs exercices,,Passif,
1572,Provisions pour gros entretien ou grandes révisions,,Passif,
158,Autres provisions pour charges,,Passif,
1581,Provisions pour remises en état,,Passif,
16,EMPRUNTS ET DETTES ASSIMILEES,,Passif,
161,Emprunts obligataires convertibles,,Passif,
163,Autres emprunts obligataires,,Passif,
164,Emprunts auprès des établissements de crédit,,Passif,
165,Dépôts et cautionnements reçus,,Passif,
1651,Dépôts,,Passif,
1655,Cautionnements,,Passif,
166,Participation des salariés aux résultats,,Passif,
1661,Comptes bloqués,,Passif,
1662,Fonds de participation,,Passif,
167,Emprunts et dettes assortis de conditions particulières,,Passif,
1671,Emission de titres participatifs,,Passif,
1672,Titres associatifs,,Passif,
1674,Avances conditionnées de l'Etat,,Passif,
1675,Emprunts participatifs,,Passif,
168,Autres emprunts et dettes assimilées,,Passif,
1681,Autres emprunts,,Passif,
1685,Rentes viagères capitalisées,,Passif,
1687,Autres dettes,,Passif,
1688,Intérêts courus,,Passif,
16881,sur emprunts obligataires convertibles,,Passif,
16883,sur autres emprunts obligataires,,Passif,
16884,sur emprunts auprès des établissements de crédit,,Passif,
16885,sur dépôts et cautionnements reçus,,Passif,
16886,sur participation des salariés aux résultats,,Passif,
16887,sur emprunts et dettes assortis de conditions particulières,,Passif,
16888,sur autres emprunts et dettes assimilés,,Passif,
169,Primes de remboursement des obligations,,Actif,
17,DETTES RATTACHEES A DES PARTICIPATIONS,,Passif,
171,Dettes rattachées à des participations,,Passif,
174,Dettes rattachées à des participations (hors groupe),,Passif,
178,Dettes rattachées à des sociétés en participation,,Passif,
1781,Principal,,Passif,
1788,Intérêts courus,,Passif,
18,COMPTES DE LIAISON DES ETABLISSEMENTS (avec le siège ou entre eux),,Passif,
181,Apports permanents entre siège social et établissements,,Passif,
185,Biens et prestations de services échangés entre établissements et siège social,,Passif,
186,Biens et prestations de services échangés entre établissements (charges),,Passif,
187,Biens et prestations de services échangés entre établissements (produits),,Passif,
188,Comptes de liaison des sociétés en participation,,Passif,
19,FONDS DEDIES,,Passif,
193,Fonds dédiés sur apports,,Passif,
194,Fonds dédiés sur subventions de fonctionnement,,Passif,
195,Fonds dédiés sur dons manuels affectés,,Passif,
196,Fonds dédiés aux contributions publiques de financement,,Passif,
197,Fonds dédiés sur legs et donations affectés,,Passif,
2,CLASSE 2 COMPTES D'IMMOBILISATIONS,,Actif,
20,IMMOBILISATIONS INCORPORELLES,,Actif,
201,Frais d'établissement,,Actif,
2011,Frais de constitution,,Actif,
2012,Frais de premier établissement,,Actif,
20121,Frais de prospection,,Actif,
20122,Frais de publicité,,Actif,
2013,"Frais d'opérations diverses (fusions, scissions, transformations)",,Actif,
203,Frais de recherche et de développement,,Actif,
205,"Concessions et droits similaires, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires",,Actif,
206,Droit au bail,,Actif,
207,Fonds commercial,,Actif,
208,Autres immobilisations incorporelles,,Actif,
21,IMMOBILISATIONS CORPORELLES,,Actif,
211,Terrains,,Actif,
2111,Terrains nus,,Actif,
2112,Terrains aménagés,,Actif,
2113,Sous-sols et sur-sols,,Actif,
2114,Terrains et gisements,,Actif,
21141,Carrières,,Actif,
2115,Terrains bâtis,,Actif,
21151,"Ensembles immobiliers industriels (A, B,...)",,Actif,
21155,"Ensembles immobiliers administratifs et commerciaux (A, B,...)",,Actif,
21158,Autres ensembles immobiliers,,Actif,
211581,"affectés aux opérations professionnelles (A, B,...)",,Actif,
211588,"affectés aux opérations non professionnelles (A, B,...)",,Actif,
2116,Compte d'ordre sur immobilisations,,Actif,
212,Agencements et aménagements de terrain (même analyse que le 211),,Actif,
213,Constructions,,Actif,
2131,Bâtiments,,Actif,
21311,"Ensembles immobiliers industriels (A, B,...)",,Actif,
21315,"Ensembles immobiliers administratifs et commerciaux (A, B,...)",,Actif,
21318,Autres ensembles immobiliers,,Actif,
213181,"affectés aux opérations professionnelles (A, B,...)",,Actif,
213188,"affectés aux opérations non professionnelles (A, B,...)",,Actif,
2135,Installations générales - agencements - aménagements des constructions (même analyse que le 2131),,Actif,
2138,Ouvrages d'infrastructure,,Actif,
21381,Voies de terre,,Actif,
21382,Voies de fer,,Actif,
21383,Voies d'eau,,Actif,
21384,Barrages,,Actif,
21385,Pistes d'aérodromes ??,,Actif,
214,Construction sur sol d'autrui (même analyse que le 213),,Actif,
215,"Installations techniques, matériel et outillage industriels",,Actif,
2151,Installations complexes spécialisées,,Actif,
21511,sur sol propre,,Actif,
21514,sur sol d'autrui,,Actif,
2153,Installations à caractère spécifique,,Actif,
21531,sur sol propre,,Actif,
21534,sur sol d'autrui,,Actif,
2154,Matériel industriel,,Actif,
2155,Outillage industriel,,Actif,
2157,Agencements et aménagements du matériel et outillage industriels,,Actif,
218,Autres immobilisations corporelles,,Actif,
2181,"Installations générales, agencements, aménagements, divers",,Actif,
2182,Matériel de transport,,Actif,
2183,Matériel de bureau et matériel informatique,,Actif,
2184,Mobilier,,Actif,
2185,Cheptel,,Actif,
2186,Emballages récupérables,,Actif,
22,IMMOBILISATIONS MISES EN CONCESSION,,Actif,
228,Immobilisations grevées de droits,,Actif,
229,Droits des propriétaires,,Passif,
23,IMMOBILISATIONS EN COURS,,Actif,
231,Immobilisations corporelles en cours,,Actif,
2312,Terrains,,Actif,
2313,Constructions,,Actif,
2315,Installations techniques - matériel et outillage industriels,,Actif,
2318,Autres immobilisations corporelles,,Actif,
232,Immobilisations incorporelles en cours,,Actif,
236,Avances versées sur immobilisations financières,,Actif,
237,Avances et acomptes versés sur immobilisations incorporelles,,Actif,
238,Avances et acomptes versés sur commandes d'immobilisations corporelles,,Actif,
2382,Terrains,,Actif,
2383,Constructions,,Actif,
2385,"Installations techniques, matériel et outillage industriels",,Actif,
2388,Autres immobilisations corporelles,,Actif,
25,(PARTS DANS DES ENTREPRISES LIEES ET CREANCES SUR DES ENTREPRISES LIEES),,Actif,
26,PARTICIPATIONS ET CREANCES RATTACHEES A DES PARTICIPATIONS,,Actif,
261,Titres de participation,,Actif,
2611,Actions,,Actif,
2618,Autres titres,,Actif,
266,Autres formes de participation,,Actif,
267,Créances rattachées à des participations,,Actif,
2671,Créances rattachées à des participations (groupe),,Actif,
2674,Créances rattachées à des participations (hors groupe),,Actif,
2675,Versements représentatifs d'apports non capitalisés (appel de fonds),,Actif,
2676,Avances consolidables,,Actif,
2677,Autres créances rattachées à des participations,,Actif,
2678,Intérêts courus,,Actif,
268,Créances rattachées à des sociétés en participation,,Actif,
2681,Principal,,Actif,
2688,Intérêts courus,,Actif,
269,Versements restant à effectuer sur titres de participation non libérés,,Passif,
27,AUTRES IMMOBILISATIONS FINANCIERES,,Actif,
271,Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété),,Actif,
2711,Actions,,Actif,
2718,Autres titres,,Actif,
272,Titres immobilisés (droit de créance),,Actif,
2721,Obligations,,Actif,
2722,Bons,,Actif,
273,Titres immobilisés de l'activité de portefeuille,,Actif,
274,Prêts,,Actif,
2741,Prêts participatifs,,Actif,
2742,Prêts aux associés,,Actif,
2743,Prêts au personnel,,Actif,
2748,Autres prêts,,Actif,
275,Dépôts et cautionnements versés,,Actif,
2751,Dépôts,,Actif,
2755,Cautionnements,,Actif,
276,Autres créances immobilisées,,Actif,
2761,Créances diverses,,Actif,
2768,Intérêts courus,,Actif,
27682,sur titres immobilisés (droits de créance),,Actif,
27684,sur prêts,,Actif,
27685,sur dépôts et cautionnements,,Actif,
27688,sur créances diverses,,Actif,
279,Versements restant à effectuer sur titres immobilisés non libérés,,Passif,
28,AMORTISSEMENTS DES IMMOBILISATIONS,,Actif,
280,Amortissements des immobilisations incorporelles,,Actif,
2801,Frais d'établissement (même ventilation que le 201),,Actif,
2803,Frais de recherche et de développement,,Actif,
2805,"Concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires",,Actif,
2806,Amortissement du droit au bail,,Actif,
2807,Fonds commercial,,Actif,
2808,Autres immobilisations incorporelles,,Actif,
281,Amortissements des immobilisations corporelles,,Actif,
2811,Terrains de gisement,,Actif,
2812,"Agencements, aménagements de terrains (même ventilation que le 212)",,Actif,
2813,Constructions (même ventilation que le 213),,Actif,
2814,Constructions sur sol d'autrui (même ventilation que le 214),,Actif,
2815,Installations techniques matériel et outillage industriels (même ventilation que le 215),,Actif,
2818,Autres immobilisations corporelles (même ventilation que le 218),,Actif,
282,Amortissements des immobilisations mises en concession,,Actif,
29,DEPRECIATION DES IMMOBILISATIONS,,Actif,
290,Dépréciation des immobilisations incorporelles,,Actif,
2905,"Marques, procédés, droits et valeurs similaires",,Actif,
2906,Droit au bail,,Actif,
2907,Fonds commercial,,Actif,
2908,Autres immobilisations incorporelles,,Actif,
291,Dépréciation des immobilisations corporelles (même analyse que le 21),,Actif,
2911,Terrains (autres que terrains de gisement),,Actif,
292,Dépréciation des immobilisations mises en concession,,Actif,
293,Dépréciation des immobilisations en cours,,Actif,
2931,Immobilisations corporelles en cours,,Actif,
2932,Immobilisations incorporelles en cours,,Actif,
296,Dépréciation des participations et créances rattachées à des participations,,Actif,
2961,Titres de participation,,Actif,
2966,Autres formes de participation,,Actif,
2967,Créances rattachées à des participations (même ventilation que le 268),,Actif,
2968,Créances rattachées à des sociétés en participation,,Actif,
297,Dépréciation des autres immobilisations financières,,Actif,
2971,Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille - droit de propriété (même ventilation que le 271),,Actif,
2972,Titres immobilisés droit de créance (même ventilation que le 272),,Actif,
2973,Titres immobilisés de l'activité de portefeuille,,Actif,
2974,Prêts (même ventilation que le 274),,Actif,
2975,Dépôts et cautionnements versés (même ventilation que le 275),,Actif,
2976,Autres créances immobilisées (même ventilation que le 276),,Actif,
3,CLASSE 3 COMPTES DE STOCKS ET EN-COURS,,Actif,
31,MATIERES PREMIERES (et fournitures),,Actif,
311,Matière (ou groupe) A,,Actif,
312,Matière (ou groupe) B,,Actif,
317,"Fournitures, A, B, C....",,Actif,
32,AUTRES APPROVISIONNEMENTS,,Actif,
321,Matières consommables,,Actif,
3211,Matière (ou groupe) C,,Actif,
3212,Matière (ou groupe) D,,Actif,
322,Fournitures consommables,,Actif,
3221,Combustibles,,Actif,
3222,Produits d'entretien,,Actif,
3223,Fournitures d'atelier,,Actif,
3224,Fournitures de magasin,,Actif,
3225,Fournitures de bureau,,Actif,
3226,Carburants (voir remarque A),,Actif,
3227,Autres fournitures de matériel de transport (voir remarque A),,Actif,
3228,Petit outillage (voir remarque A),,Actif,
326,Emballages,,Actif,
3261,Emballages perdus,,Actif,
3265,Emballages récupérables non identifiables,,Actif,
3267,Emballages à usage mixte,,Actif,
33,EN COURS DE PRODUCTION DE BIENS,,Actif,
331,Produits en cours,,Actif,
3311,Produits en cours P 1,,Actif,
3312,Produits en cours P 2,,Actif,
335,Travaux en cours,,Actif,
3351,Travaux en cours T 1,,Actif,
3352,Travaux en cours T 2,,Actif,
34,EN COURS DE PRODUCTION DE SERVICES,,Actif,
341,Etudes en cours,,Actif,
3411,Etudes en cours E 1,,Actif,
3412,Etudes en cours E 2,,Actif,
345,Prestations de services,,Actif,
3451,Prestations de services S 1,,Actif,
3452,Prestations de services S 2,,Actif,
35,STOCKS DE PRODUITS,,Actif,
351,Produits intermédiaires,,Actif,
3511,Produits intermédiaires (ou groupe) A,,Actif,
3512,Produits intermédiaires (ou groupe) B,,Actif,
355,Produits finis,,Actif,
3551,Produits finis (ou groupe) A,,Actif,
3552,Produits finis (ou groupe) B,,Actif,
358,Produits résiduels (ou matières de récupération),,Actif,
3581,Déchets,,Actif,
3585,Rebuts,,Actif,
3586,Matières de récupération,,Actif,
36,(STOCKS PROVENANT D'IMMOBILISATIONS),,Actif,
37,STOCKS DE MARCHANDISES,,Actif,
371,Marchandises (ou groupe) A,,Actif,
372,Marchandises (ou groupe) B,,Actif,
38,"(STOCKS EN VOIE D'ACHEMINEMENT, MISE EN DEPOT OU DONNES EN CONSIGNATION) (emploi exceptionnel - à détailler par nature)",,Actif,
39,DEPRECIATION DES STOCKS ET EN COURS,,Actif,
391,Dépréciation des matières premières (et fournitures),,Actif,
3911,Matières (ou groupe) A,,Actif,
3912,Matières (ou groupe) B,,Actif,
3917,"Fournitures A, B, C...",,Actif,
392,Dépréciation des autres approvisionnements,,Actif,
3921,Matières consommables (même ventilation que le 321),,Actif,
3922,Fournitures consommables (même ventilation que le 322),,Actif,
3926,Emballages (même ventilation que le 326),,Actif,
393,Dépréciation des en cours de production de biens,,Actif,
3931,Produits en cours (même ventilation que le 331),,Actif,
3935,Travaux en cours (même ventilation que le 335),,Actif,
394,Dépréciation des en cours de production de services,,Actif,
3941,Etudes en cours (même ventilation que le 341),,Actif,
3945,Prestations de services en cours (même ventilation que le 345),,Actif,
395,Dépréciation des stocks de produits,,Actif,
3951,Produits intermédiaires (même ventilation que le 351),,Actif,
3955,Produits finis (même ventilation que le 355),,Actif,
397,Dépréciation des stocks de marchandises,,Actif,
3971,Marchandises (ou groupe) A,,Actif,
3972,Marchandises (ou groupe) B,,Actif,
4,CLASSE 4 COMPTES DE TIERS,,Passif,
40,FOURNISSEURS ET COMPTES RATTACHES,,Passif,
400,Fournisseurs et comptes rattachés,,Passif,
401,Fournisseurs,,Passif,
4010,Autres fournisseurs,,Actif ou passif,Favori
4011,Fournisseurs - Achats de biens ou de prestations de services,,Passif,
4017,Fournisseurs - Retenues de garanties,,Passif,
403,Fournisseurs - Effets à payer,,Passif,
404,Fournisseurs d'immobilisations,,Passif,
4041,Fournisseurs - Achats d'immobilisations,,Passif,
4047,Fournisseurs d'immobilisations - Retenues de garantie,,Passif,
405,Fournisseurs d'immobilisations - Effets à payer,,Passif,
408,Fournisseurs - Factures non parvenues,,Passif,
4081,Fournisseurs,,Passif,
4084,Fournisseurs d'immobilisations,,Passif,
4088,Fournisseurs - Intérêts en cours,,Passif,
409,Fournisseurs débiteurs,,Actif,
4091,Fournisseurs - Avances et acomptes versés sur commandes,,Actif,
4096,Fournisseurs - Créances pour emballages et matériel à rendre,,Actif,
4097,Fournisseurs - Autres avoirs,,Actif,
40971,Fournisseurs d'exploitation,,Actif,
40974,Fournisseurs d'immobilisations,,Actif,
4098,"Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus",,Actif,
41,USAGERS ET COMPTES RATTACHES,,Actif,
410,Usagers et comptes rattachés,,Actif,
411,Usagers (clients),,Actif,
4110,Autres usagers,Pour les dettes ou créances des membres,Actif ou passif,Favori
4111,Usagers - Ventes de biens ou de prestations de services,,Actif,
4117,Usagers - Retenues de garantie,,Actif,
413,Usagers - Effets à recevoir,,Actif,
416,Créances douteuses ou litigieuses,,Actif,
418,Usagers - Produits non encore facturés,,Actif,
4181,Usagers - Factures à établir,,Actif,
4188,Usagers - Intérêts courus,,Actif,
419,Usagers créditeurs,,Passif,
4191,Usagers - Avances et acomptes reçus sur commande,,Passif,
4196,Usagers - Dettes pour emballages et matériel consignés,,Passif,
4197,Usagers - Autres avoirs,,Passif,
4198,"Rabais, remises, ristournes à accorder et autres avoirs à établir",,Passif,
42,PERSONNEL ET COMPTES RATTACHES,,Passif,
421,Personnel - Rémunération dues,,Passif,
4210,Autres membres du personnel,Dettes dûes aux salarié⋅e⋅s,Actif ou passif,Favori
422,"Comité d'entreprise, d'établissement...",,Passif,
424,Participation des salariés aux résultats,,Passif,
4246,Réserve spéciale,,Passif,
4248,Comptes courants,,Passif,
425,Personnel - Avances et acomptes,,Actif,
426,Personnel - Dépôts,,Passif,
427,Personnel - Oppositions,,Passif,
428,Personnel - Charges à payer et produits à recevoir,,Passif,
4282,Dettes provisionnées pour congés à payer,,Passif,
4284,Dettes provisionnées pour participation des salariés aux résultats,,Passif,
4286,Autres charges à payer,,Passif,
4287,Produits à recevoir,,Actif,
43,SECURITE SOCIALE ET AUTRES ORGANISMES SOCIAUX,,Passif,
431,Sécurité sociale,,Passif,
437,Autres organismes sociaux,,Passif,
438,Organismes sociaux - Charges à payer et produits à recevoir,,Passif,
4382,Charges sociales sur congés à payer (voir remarque A),,Passif,
4386,Autres charges à payer,,Passif,
4387,Produits à recevoir,,Actif,
44,ETAT ET AUTRES COLLECTIVITES PUBLIQUES,,Actif,
441,Etat - Subventions à recevoir,,Actif,
4411,Subventions d'investissement,,Actif,
4417,Subventions d'exploitation,,Actif,
4418,Subventions d'équilibre,,Actif,
4419,Avances sur subventions,,Actif,
442,Etat - Impôts et taxes recouvrables sur des tiers,,Passif,
4424,Obligataires,,Passif,
4425,Associés,,Passif,
443,"Opérations particulières avec l'Etat, les collectivités publiques, les organismes internationaux",,Passif,
4431,Créances sur l'Etat - TVA,,Passif,
4438,Intérêts courus sur créances figurant au compte 4431,,Passif,
444,Etat - Impôts sur les bénéfices,,Passif,
445,Etat - Taxes sur le chiffre d'affaires à décaisser,,Passif,
4452,TVA due intracommunautaire,,Passif,
4455,Taxes sur le chiffre d'affaires,,Passif,
44551,TVA à décaisser,,Passif,
44558,Taxes assimilées à la TVA,,Passif,
4456,Taxes sur le chiffre d'affaires déductibles,,Actif,
44562,TVA sur immobilisations,,Actif,
44563,TVA transférée par d'autres entreprises,,Actif,
44566,TVA sur autres biens et services,,Actif,
44567,Crédit de TVA à reporter,,Actif,
44568,Taxes assimilées à la TVA,,Actif,
4457,Taxes sur le chiffre d'affaires collectées par l'association,,Passif,
44571,TVA collectée,,Passif,
44578,Taxes assimilées à la TVA,,Passif,
4458,Taxes sur le chiffre d'affaires à régulariser ou en attente,,Passif,
44581,Acomptes - Régime simplifié d'imposition,,Actif,
44582,Acomptes - Régime du forfait,,Actif,
44583,Taxes sur le chiffre d'affaires à régulariser ou en attente - Actif (voir remarque A) - Remboursement de TVA demandé - TVA sur factures non parvenues,,Actif,
44584,Taxes sur le chiffre d'affaires à régulariser ou en attente - Passif (voir remarque A) - TVA récupérée d'avance - TVA sur factures à établir (si le fait générateur n'est pas intervenu),,Passif,
446,Obligations cautionnées,,Passif,
447,"Autres impôts, taxes et versements assimilés",,Passif,
448,Etat - Charges à payer et produits à recevoir,,Passif,
4482,Charges fiscales sur congés à payer,,Passif,
4486,Charges à payer,,Passif,
4487,Produits à recevoir,,Actif,
449,Quotas d'émissions à restituer à l'Etat,,Passif,
45,CONFEDERATION - FEDERATION - UNION - ASSOCIATIONS AFFILIEES,,Passif,
451,Confédération - Fédération - Union - Associations affiliées,,Passif,
455,Sociétaires - Comptes courants,,Passif,
4551,Principal,,Passif,
4558,Intérêts courus,,Passif,
458,Sociétaires - opérations faites en commun et en GIE,,Passif,
4581,Opérations courantes,,Passif,
4588,Intérêts courus,,Passif,
46,DEBITEURS DIVERS ET CREDITEURS DIVERS,,Actif,
462,Créances sur cessions d'immobilisations,,Actif,
464,Dettes sur acquisitions de valeurs mobilières de placement,,Passif,
465,Créances sur cessions de valeurs mobilières de placement,,Actif,
466,Contributions publiques de financement à reverser,,Actif,
467,Autres comptes débiteurs ou créditeurs,,Actif,
468,Divers - Charges à payer et produits à recevoir,,Actif,
4686,Charges à payer,,Passif,
4687,Produits à recevoir,,Actif,
47,COMPTES TRANSITOIRES OU D'ATTENTE,,Actif,
471,Comptes d'attente,,Actif,
472,Comptes d'attente,,Actif,
473,Comptes d'attente,,Actif,
474,Comptes d'attente,,Actif,
475,Legs et donations en cours de réalisation,,Actif,
476,Différences de conversion Actif (voir remarque D),,Actif,
4761,Différences de conversion - ACTIF - sur éléments du FR,,Actif,
4762,Différences de conversion - ACTIF - sur éléments du BFR,,Actif,
4763,Différences de conversion - ACTIF - sur éléments de la Trésorerie,,Actif,
477,Différences de conversion Passif (voir remarque D) ,,Passif,
4771,Différences de conversion - PASSIF - sur éléments du FR,,Passif,
4772,Différences de conversion - PASSIF - sur éléments du BFR,,Passif,
4773,Différences de conversion - PASSIF - sur éléments de la Trésorerie,,Passif,
478,Autres comptes transitoires,,Actif,
48,COMPTES DE REGULARISATION,,Actif,
481,Charges à répartir sur plusieurs exercices,,Actif,
4816,Frais d'émission d'emprunts,,Actif,
486,Charges constatées d'avance,,Actif,
487,Produits constatés d'avance,,Passif,
488,Comptes de répartition périodique des charges et produits,,Passif,
4886,Charges,,Actif,
4887,Produits,,Passif,
489,Quotas d'émissions alloués par l'Etat,,Passif,
49,DEPRECIATION DES COMPTES DE TIERS,,Actif,
491,Dépréciation des comptes d'usagers,,Actif,
495,"Dépréciation des comptes de confédérations, fédérations, unions, associations affiliées, adhérents",,Actif,
4951,Confédérations - Fédérations - Unions - Associations affiliées,,Actif,
4955,Sociétaires - Comptes courants,,Actif,
4958,Sociétaires - Opérations faites en commun et en GIE,,Actif,
496,Dépréciation des comptes de débiteurs divers,,Actif,
4962,Créances sur cessions d'immobilisations,,Actif,
4965,Créances sur cessions de valeurs mobilières de placement,,Actif,
4967,Autres comptes débiteurs,,Actif,
5,CLASSE 5 COMPTES FINANCIERS,,Actif,
50,VALEURS MOBILIERES DE PLACEMENT,,Actif,
501,Parts dans des entreprises liées,,Actif,
502,Actions propres,,Actif,
503,Actions,,Actif,
5031,Titres cotés,,Actif,
5035,Titres non cotés,,Actif,
504,Autres titres conférant un droit de propriété,,Actif,
506,Obligations,,Actif,
5061,Titres cotés,,Actif,
5065,Titres non cotés,,Actif,
507,Bons du Trésor et bons de caisse à court terme,,Actif,
508,Autres valeurs mobilières de placement et autres créances assimilées,,Actif,
5081,Autres valeurs mobilières,,Actif,
5082,Bons de souscription,,Actif,
5088,"Intérêts courus sur obligations, bons et valeurs assimilés",,Actif,
509,Versements restant à effectuer sur valeurs mobilières de placement non libérées,,Passif,
51,"Banques, établissements financiers",,Actif,
511,Valeurs à l'encaissement,,Actif,
5112,Chèques à encaisser,,Actif ou passif,Favori
5115,Paiements par carte à encaisser,,Actif ou passif,
512,Banques,,Actif,
515,"""Caisses"" du Trésor et des établissements publics",,Actif,
516,Sociétés de bourse,,Actif,
517,Autres organismes financiers,,Actif,
518,Intérêts courus,,Actif,
5181,Intérêts courus à payer,,Passif,
5188,Intérêts courus à recevoir,,Actif,
519,Concours bancaires courants,,Passif,
5191,Crédit de mobilisation de créances commerciales (CMCC),,Passif,
5193,Mobilisation de créances nées à l'étranger,,Passif,
5198,Intérêts courus sur concours bancaires courants,,Passif,
52,INSTRUMENTS DE TRESORERIE,,Actif,
53,Caisses,,Actif ou passif,
530,Caisse,,Actif ou passif,Favori
54,REGIES D'AVANCES ET ACCREDITIFS,,Actif,
58,VIREMENTS INTERNES,,Actif,
59,DEPRECIATION DES COMPTES FINANCIERS,,Actif,
590,Dépréciation des valeurs mobilières de placement,,Actif,
5903,Actions,,Actif,
5904,Autres titres conférant un droit de propriété,,Actif,
5906,Obligations,,Actif,
5908,Autres valeurs mobilières de placement et créances assimilées,,Actif,
6,CLASSE 6 COMPTES DE CHARGES,,Charge,
60,ACHATS,,Charge,
601,Achats stockés - matières premières (et fournitures),,Charge,
6011,Matière (ou groupe) A,,Charge,
6012,Matière (ou groupe) B,,Charge,
6017,"Fournitures A, B, C,...",,Charge,
602,Achats stockés Autres approvisionnements,,Charge,
6021,Matières consommables,,Charge,
60211,Matière (ou groupe) C,,Charge,
60212,Matière (ou groupe) D,,Charge,
6022,Fournitures consommables,,Charge,
60221,Combustibles,,Charge,
60222,Produits d'entretien,,Charge,
60223,Fournitures d'atelier et d'usine,,Charge,
60224,Fournitures de magasin,,Charge,
60225,Fournitures de bureau,,Charge,
60226,Carburants (voir remarque A),,Charge,
60227,Autres fournitures de matériel (voir remarque A),,Charge,
60228,Petit outillage (voir remarque A),,Charge,
6026,Emballages,,Charge,
60261,Emballages perdus,,Charge,
60265,Emballages récupérables non identifiables,,Charge,
60267,Emballages à usage mixte,,Charge,
603,Variation des stocks (approvisionnements et marchandises),,Charge,
6031,Variation des stocks de matières premières (et fournitures),,Charge,
6032,Variation des stocks des autres approvisionnements,,Charge,
