code,label,description,position,bookmark
43,SÉCURITÉ SOCIALE ET AUTRES ORGANISMES SOCIAUX,,Passif,
431,Sécurité sociale,,Passif,
437,Autres organismes sociaux,,Passif,
438,Organismes sociaux – Charges à payer et produits à recevoir,,Passif,
44,ÉTAT ET AUTRES COLLECTIVITÉS PUBLIQUES,,Actif,
441,État – Subventions à recevoir,,Actif,
442," Contributions, impôts et taxes recouvrés pour le compte de l’État ",,Passif,
443,"Opérations particulières avec l’État, les collectivités publiques, les organismes internationaux",,Actif ou passif,
444,État – Impôts sur les bénéfices,,Actif ou passif,
445,État – Taxes sur le chiffre d’affaires,,Actif,
446,Obligations cautionnées,,Actif,
447,"Autres impôts, taxes et versements assimilés",,Actif,
448,État – Charges à payer et produits à recevoir,,Actif ou passif,
449,Quotas d’émission à acquérir,,Passif,
45,GROUPE ET ASSOCIÉS,,Actif ou passif,
451,Groupe,,Actif ou passif,
455,Associés – Comptes courants,,Actif ou passif,
456,Associés – Opérations sur le capital,,Actif,
457,Associés – Dividendes à payer,,Passif,
458,Associés – Opérations faites en commun et en G.I.E.,,Actif ou passif,
46,DÉBITEURS DIVERS ET CRÉDITEURS DIVERS,,Actif ou passif,
462,Créances sur cessions d’immobilisations,,Actif,
464,Dettes sur acquisitions de valeurs mobilières de placement,,Passif,
465,Créances sur cessions de valeurs mobilières de placement,,Actif,
467,Autres comptes débiteurs ou créditeurs,,Actif ou passif,
468,Divers – Charges à payer et produits à recevoir,,Actif ou passif,
4686,Charges à payer,,Passif,
4687,Produits à recevoir,,Actif,
47,COMPTES TRANSITOIRES OU D’ATTENTE,,Actif ou passif,
471,à 475 comptes d’attente,,Actif ou passif,
476,Différence de conversion – Actif,,Actif,
477,Différences de conversion – Passif,,Passif,
478,Autres comptes transitoires,,Actif ou passif,
48,COMPTES DE RÉGULARISATION,,Actif ou passif,
481,Charges à répartir sur plusieurs exercices,,Passif,
486,Charges constatées d’avance,,Actif,
487,Produits constatés d’avance,,Passif,
488,Comptes de répartition périodique des charges et des produits,,Actif ou passif,
489,Quotas d’émission alloués par l’État,,Actif,
49,PROVISIONS POUR DÉPRÉCIATION DES COMPTES DE TIERS,,Actif ou passif,
491,Provisions pour dépréciation des comptes de clients,,Passif,
495,Provisions pour dépréciation des comptes du groupe et des associés,,Passif,
496,Provisions pour dépréciation des comptes de débiteurs divers,,Passif,
5,COMPTES FINANCIERS,,Actif,
50,VALEURS MOBILIÈRES DE PLACEMENT,,Actif,
501,Parts dans des entreprises liées,,Actif,
502,Actions propres,,Actif,
503,Actions,,Actif,
504,Autres titres conférant un droit de propriété,,Actif,
505,Obligations et bons émis par la société et rachetés par elle,,Actif,
506,Obligations,,Actif,
507,Bons du Trésor et bons de caisse à court terme,,Actif,
508,Autres valeurs mobilières de placement et autres créances assimilées,,Actif,
509,Versements restant à effectuer sur valeurs mobilières de placement non libérées,,Actif,
51,"BANQUES, ÉTABLISSEMENTS FINANCIERS ET ASSIMILÉS",,Actif,
511,Valeurs à l’encaissement,,Actif ou passif,Favori
512,Banques,,Actif ou passif,
512A,Compte courant,,Actif ou passif,Favori
514,Chèques postaux,,Actif ou passif,Favori
515,« Caisses » du Trésor et des établissements publics,,Actif ou passif,
516,Sociétés de bourse,,Actif,
517,Autres organismes financiers,,Actif ou passif,
518,Intérêts courus,,Actif ou passif,
519,Concours bancaires courants,,Actif ou passif,
52,INSTRUMENTS DE TRÉSORERIE,,Actif ou passif,
53,CAISSE,,Actif ou passif,
531,Caisse siège social,,Actif ou passif,Favori
532,Caisse succursale (ou usine) A,,Actif ou passif,
533,Caisse succursale (ou usine) B,,Actif ou passif,
54,RÉGIES D’AVANCE ET ACCRÉDITIFS,,Actif ou passif,
58,VIREMENTS INTERNES,,Actif ou passif,
59,DÉPRÉCIATION DES COMPTES FINANCIERS,,Actif ou passif,
590,Provisions pour dépréciation des valeurs mobilières de placement,,Passif,
6,COMPTES DE CHARGES,,Charge,
60,ACHATS (SAUF 603),,Charge,
601,Achats stockés – Matières premières (et fournitures),,Charge,Favori
602,Achats stockés – Autres approvisionnements,,Charge,Favori
604,Achats d’études et prestations de services,,Charge,Favori
605,"Achats de matériel, équipements et travaux",,Charge,Favori
606,Achats non stockés de matière et fournitures,"On peut rajouter des sous-comptes : eau, électricité, etc.",Charge,Favori
607,Achats de marchandises,,Charge,Favori
608,"(Compte réservé, le cas échéant, à la récapitulation des frais accessoires incorporés aux achats)",,Charge,
609,"Rabais, remises et ristournes obtenus sur achats",,Charge,
603,Variations des stocks (approvisionnements et marchandises),,Charge,
61,SERVICES EXTÉRIEURS,,Charge,
611,Sous-traitance générale,,Charge,
612,Redevances de crédit-bail,,Charge,
613,Locations,,Charge,Favori
614,Charges locatives et de copropriété,,Charge,Favori
615,Entretien et réparations,,Charge,
616,Primes d’assurances,,Charge,Favori
617,Études et recherches,,Charge,
618,Divers,,Charge,
619,"Rabais, remises et ristournes obtenus sur services extérieurs",,Charge,
62,AUTRES SERVICES EXTÉRIEURS,,Charge,
621,Personnel extérieur à l’entreprise,,Charge,
622,Rémunérations d’intermédiaires et honoraires,,Charge,
623,"Publicité, publications, relations publiques",,Charge,
624,Transports de biens et transports collectifs du personnel,Ne comprend pas les transports de l’exploitant,Charge,
625,"Déplacements, missions et réceptions",,Charge,Favori
626,Frais postaux et de télécommunications,,Charge,Favori
627,Services bancaires et assimilés,,Charge,Favori
628,Divers,,Charge,
629,"Rabais, remises et ristournes obtenus sur autres services extérieurs",,Charge,
63,"IMPÔTS, TAXES ET VERSEMENTS ASSIMILÉS",,Charge,
631,"Impôts, taxes et versements assimilés sur rémunérations (administrations des impôts)",,Charge,
633,"Impôts, taxes et versements assimilés sur rémunérations (autres organismes)",,Charge,
635,"Autres impôts, taxes et versements assimilés (administrations des impôts)",,Charge,
637,"Autres impôts, taxes et versements assimilés (autres organismes)",,Charge,
64,CHARGES DE PERSONNEL,,Charge,
641,Rémunérations du personnel,,Charge,
644,Rémunération du travail de l’exploitant,,Charge,Favori
645,Charges de sécurité sociale et de prévoyance,,Charge,Favori
6451,Cotisations à l’Urssaf,,Charge,Favori
646,Cotisations sociales personnelles de l’exploitant,,Charge,Favori
647,Autres charges sociales,,Charge,
648,Autres charges de personnel,,Charge,
65,AUTRES CHARGES DE GESTION COURANTE,,Charge,
651,"Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires",,Charge,
653,Jetons de présence,,Charge,
654,Pertes sur créances irrécouvrables,,Charge,
655,Quote-part de résultat sur opérations faites en commun,,Charge,
658,Charges diverses de gestion courante,,Charge,
66,CHARGES FINANCIÈRES,,Charge,
661,Charges d’intérêts,,Charge,
664,Pertes sur créances liées à des participations,,Charge,
665,Escomptes accordés,,Charge,
666,Pertes de change,,Charge,
667,Charges nettes sur cessions de valeurs mobilières de placement,,Charge,
668,Autres charges financières,,Charge,
67,CHARGES EXCEPTIONNELLES,,Charge,
671,Charges exceptionnelles sur opérations de gestion,,Charge,
672,"(Compte à la disposition des entités pour enregistrer, en cours d’exercice, les charges sur exercices antérieurs)",,Charge,
675,Valeurs comptables des éléments d’actif cédés,,Charge,
678,Autres charges exceptionnelles,,Charge,
68,DOTATIONS AUX AMORTISSEMENTS ET AUX PROVISIONS,,Charge,
681,Dotations aux amortissements et aux provisions – Charges d’exploitation,,Charge,
686,Dotations aux amortissements et aux provisions – Charges financières,,Charge,
687,Dotations aux amortissements et aux provisions – Charges exceptionnelles,,Charge,
69,PARTICIPATION DES SALARIÉS – IMPÔTS SUR LES BÉNÉFICES ET ASSIMILÉS,,Charge,
691,Participation des salariés aux résultats,,Charge,
695,Impôts sur les bénéfices,,Charge,
696,Suppléments d’impôt sur les sociétés liés aux distributions,,Charge,
697,Imposition forfaitaire annuelle des sociétés,,Charge,
698,Intégration fiscale,,Charge,
699,Produits – Reports en arrière des déficits,,Charge,
7,COMPTES DE PRODUITS,,Produit,
70,"VENTES DE PRODUITS FABRIQUÉS, PRESTATIONS DE SERVICES, MARCHANDISES",,Produit,
701,Ventes de produits finis,,Produit,Favori
702,Ventes de produits intermédiaires,,Produit,Favori
703,Ventes de produits résiduels,,Produit,Favori
704,Travaux,,Produit,Favori
705,Études,,Produit,Favori
706,Prestations de services,,Produit,Favori
707,Ventes de marchandises,,Produit,Favori
708,Produits des activités annexes,,Produit,
709,"Rabais, remises et ristournes accordés par l’entreprise",,Produit,
71,PRODUCTION STOCKÉE (OU DÉSTOCKAGE),,Produit,
713,"Variation des stocks (en-cours de production, produits)",,Produit,
72,PRODUCTION IMMOBILISÉE,,Produit,
721,Immobilisations incorporelles,,Produit,
722,Immobilisations corporelles,,Produit,
74,SUBVENTIONS D’EXPLOITATION,,Produit,
75,AUTRES PRODUITS DE GESTION COURANTE,,Produit,
751,"Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires",,Produit,
752,Revenus des immeubles non affectés à des activités professionnelles,,Produit,
753,"Jetons de présence et rémunérations d’administrateurs, gérants…",,Produit,
754,Ristournes perçues des coopératives (provenant des excédents),,Produit,
755,Quotes-parts de résultat sur opérations faites en commun,,Produit,
758,Produits divers de gestion courante,,Produit,
76,PRODUITS FINANCIERS,,Produit,
761,PRODUITS DE PARTICIPATIONS,,Produit,
762,Produits des autres immobilisations financières,,Produit,
763,Revenus des autres créances,,Produit,
764,Revenus des valeurs mobilières de placement,,Produit,
765,Escomptes obtenus,,Produit,
766,Gains de change,,Produit,
767,Produits nets sur cessions de valeurs mobilières de placement,,Produit,
768,Autres produits financiers,,Produit,
77,Produits exceptionnels,,Produit,
771,Produits exceptionnels sur opérations de gestion,,Produit,
772,"(Compte à la disposition des entités pour enregistrer, en cours d’exercice, les produits sur exercices antérieurs)",,Produit,
775,Produits des cessions d’éléments d’actif,,Produit,
777,Quote-part des subventions d’investissement virée au résultat de l’exercice,,Produit,
778,Autres produits exceptionnels,,Produit,
78,REPRISES SUR AMORTISSEMENTS ET PROVISIONS,,Produit,
781,Reprises sur amortissements et provisions (à inscrire dans les produits d’exploitation),,Produit,
786,Reprises sur provisions pour risques (à inscrire dans les produits financiers),,Produit,
787,Reprises sur provisions (à inscrire dans les produits exceptionnels),,Produit,
79,TRANSFERTS DE CHARGES,,Produit,
791,Transferts de charges d’exploitation,,Produit,
796,Transferts de charges financières,,Produit,
797,Transferts de charges exceptionnelles,,Produit,
89,COMPTES DE BILAN,,,
890,Bilan d'ouverture,,Actif ou passif,
891,Bilan de clôture,,Actif ou passif,
