code,label,description,position,type
4487,Produits à recevoir,,Actif,
449,Avances auprès de l'état et des collectivités publiques,,Passif,
45,"CONFÉDÉRATION, FÉDÉRATION, UNIONS ET ASSOCIATIONS AFFILIÉES",,Actif ou passif,
451,"Confédération, fédération et associations affiliées - Compte courant",,Actif ou passif,
455,Sociétaires - Comptes courants,,Actif ou passif,
46,DÉBITEURS DIVERS ET CRÉDITEURS DIVERS,,Actif ou passif,
467,Autres comptes débiteurs et créditeurs,,Actif ou passif,
468,Divers - Charges à payer et produits à recevoir,,Actif ou passif,
4686,Charges à payer,,Passif,
4687,Produits à recevoir,,Actif,
47,COMPTES TRANSITOIRES OU D'ATTENTE,,Actif ou passif,
471,Recettes à classer,,Passif,
472,Dépenses à classer et à régulariser,,Actif,
48,COMPTES DE RÉGULARISATION,,Actif ou passif,
481,Charges à répartir sur plusieurs exercices,,Actif,
486,Charges constatées d'avance,,Actif,
487,Produits constatés d'avance,,Passif,
49,DEPRECIATION DES COMPTES DE TIERS,,Actif,
491,Dépréciation des comptes clients,,Actif,
496,Dépréciation des comptes débiteurs divers,,Actif,
5,Classe 5 — Comptes financiers,,Actif,
50,VALEURS MOBILIÈRES DE PLACEMENT,,Actif,
51,"BANQUES, ÉTABLISSEMENTS FINANCIERS ET ASSIMILÉS",,Actif,
511,Valeurs à l'encaissement,,Actif,
5112,Chèques à encaisser,,Actif ou passif,Attente d'encaissement
5115,Paiements par carte à encaisser,,Actif ou passif,
512,Banques,,Actif ou passif,
53,CAISSE,,Actif,
530,Caisse,,Actif ou passif,Caisse
54,RÉGIES D'AVANCES ET ACCRÉDITIFS,,Actif,
58,VIREMENTS INTERNES,,Actif,
59,PROVISIONS POUR DÉPRÉCIATION DES COMPTES FINANCIERS,,Actif,
6,Classe 6 — Comptes de charges,,Charge,
60,ACHATS,,Charge,
601,Achats stockés - Matières premières et fournitures,,Charge,
602,Achats stockés - Autres approvisionnements,,Charge,
604,Achat d'études et prestations de services,,Charge,Dépenses
606,Achats non stockés de matières et fournitures,,Charge,
6061,"Fournitures non stockables (eau, énergie...)","Facture d'eau, d'opérateur électrique, etc.",Charge,Dépenses
6063,Fournitures d'entretien et de petit équipement,,Charge,Dépenses
6064,Fournitures administratives,"Cartouches d'encre, papier, matériel bureautique, etc.",Charge,Dépenses
6068,Autres matières et fournitures,,Charge,Dépenses
607,Achats de marchandises,Marchandises destinées à être revendues en l'état.,Charge,Dépenses
61,SERVICES EXTÉRIEURS,,Charge,
611,Sous-traitance générale,,Charge,
612,Redevances de crédit-bail,,Charge,
613,Locations,Locations versées pour un local ou du matériel.,Charge,Dépenses
614,Charges locatives et de co-propriété,,Charge,
615,Entretiens et réparations,,Charge,
616,Primes d'assurance,,Charge,Dépenses
618,Divers,,Charge,
62,AUTRES SERVICES EXTÉRIEURS,,Charge,
621,Personnel extérieur à l'association,,Charge,
62141,Mises à disposition de personnel salarié,,Charge,Dépenses
622,Rémunérations d'intermédiaires et honoraires,,Charge,
6226,Honoraires,,Charge,
6227,Frais d'actes et de contentieux,"Insertion au Journal Officiel, frais de justice, etc.",Charge,Dépenses
6228,Divers,,Charge,
623,"Publicité, publications, relations publiques","Bulletins, affiches, communication, etc.",Charge,Dépenses
624,Transports de biens et transports collectifs du personnel,,Charge,
625,"Déplacements, missions et réceptions","Billet SNCF, remboursement de frais kilométrique, etc.",Charge,Dépenses
626,Frais postaux et de télécommunications,"Facture d'accès à Internet, timbres, etc.",Charge,Dépenses
627,Services bancaires et assimilés,Frais bancaires,Charge,Dépenses
628,Divers,,Charge,Dépenses
63,"IMPÔTS, TAXES ET VERSEMENTS ASSIMILÉS",,Charge,
631,"Impôts, taxes et versements assimilés sur rémunérations (Administration des impôts)",,Charge,
6311,Taxes sur les salaires,,Charge,
6313,Participations des employeurs à la formation professionnelle continue,,Charge,
635,"Autres impôts, taxes et versements assimilés (Administration des impôts)",,Charge,
6351,Impôts directs (sauf impôts sur les bénéfices),,Charge,
6353,Impôts indirects,,Charge,
637,"Autres impôts, taxes et versements assimilés (Autres organismes)",,Charge,
64,CHARGES DE PERSONNEL,,Charge,
641,Rémunérations du personnel,,Charge,
643,Rémunérations du personnel artistique et assimilés,,Charge,
645,Charges de sécurité sociale et de prévoyance,,Charge,
647,Autres charges sociales,,Charge,
648,Autres charges de personnel,,Charge,
65,AUTRES CHARGES DE GESTION COURANTE,,Charge,
652,Licences fédérales,Licences payées pour les adhérents (par exemple fédération sportive etc.),Charge,Dépenses
658,Charges diverses de gestion courante,,Charge,Dépenses
66,CHARGES FINANCIÈRES,,Charge,
661,Charges d'intérêts,,Charge,
67,CHARGES EXCEPTIONNELLES,,Charge,
670,Charges exceptionnelles,Autres dépenses exceptionnelles,Charge,Dépenses
671,Charges exceptionnelles sur opérations de gestion,,Charge,
6713,"Dons, libéralités",,Charge,
678,Autres charges exceptionnelles,,Charge,
6788,Charges exceptionnelles diverses,,Charge,
68,"DOTATIONS AUX AMORTISSEMENTS, DÉPRÉCIATIONS, PROVISIONS ET ENGAGEMENTS",,Charge,
681,"Dotations aux amortissements, dépréciations et provisions - Charges d'exploitation",,Charge,
6811,Dotations aux amortissements des immobilisations incorporelles et corporelles,,Charge,
68111,Immobilisations incorporelles,,Charge,
68112,Immobilisations corporelles,,Charge,
686,"Dotations aux amortissements, dépréciations et provisions - Charges financières",,Charge,
69,PARTICIPATION DES SALARIÉS - IMPÔTS SUR LES BÉNÉFICES ET ASSIMILÉS,,Charge,
695,Impôts sur les sociétés (y compris impôts sur les sociétés des personnes morales non lucratives),,Charge,
7,Classe 7 — Comptes de produits,,Produit,
70,"VENTES DE PRODUITS FINIS, PRESTATIONS DE SERVICES, MARCHANDISES",,Produit,
701,Ventes de produits finis,Vente de produits fabriqués par l'association.,Produit,Recettes
706,Prestations de services,,Produit,Recettes
707,Ventes de marchandises,,Produit,Recettes
708,Produits des activités annexes,,Produit,
71,PRODUCTION STOCKÉE (OU DÉSTOCKAGE),,Produit,
72,PRODUCTION IMMOBILISÉE,,Produit,
74,SUBVENTIONS D'EXPLOITATION,,Produit,
740,Subventions reçues,,Produit,Recettes
75,AUTRES PRODUITS DE GESTION COURANTE,,Produit,
754,Collectes,,Produit,Recettes
756,Cotisations,,Produit,Recettes
758,Produits divers de gestion courante,,Produit,
7587,Ventes de dons en nature,,Produit,
7588,Autres produits de la générosité du public,,Produit,
76,PRODUITS FINANCIERS,,Produit,
760,Produits financiers,,Produit,
77,PRODUITS EXCEPTIONNELS,,Produit,
771,Produits exceptionnels sur opérations de gestion,,Produit,
7713,Libéralités reçues,,Produit,
7715,Subventions d'équilibre,,Produit,
775,Produits des cessions d'éléments d'actifs,,Produit,
778,Autres produits exceptionnels,,Produit,
7780,Manifestations diverses,"Revenus provenant de manifestations au profit de l'association : droit d'entrée, location d'emplacement en vide grenier, ventes, etc.",Produit,Recettes
7788,Produits exceptionnels divers,,Produit,
78,REPRISES SUR AMORTISSEMENTS ET PROVISIONS,,Produit,
79,TRANSFERT DE CHARGES,,Produit,
791,Transferts de charges d'exploitation,,Produit,
796,Transferts de charges financières,,Produit,
797,Transferts de charges exceptionnels,,Produit,
8,Classe 8 ­— Comptes spéciaux,,,
86,RÉPARTITION PAR NATURE DE CHARGES,,Charge,
861,Mise à dispositions gratuites de biens,,Charge,Bénévolat
862,Prestations,,Charge,Bénévolat
864,Personnel bénévole,,Charge,Bénévolat
87,RÉPARTITION PAR NATURE DE RESSOURCES,,Produit,
870,Bénévolat,,Produit,Bénévolat
871,Prestations en nature,,Produit,Bénévolat
875,Dons en nature,,Produit,Bénévolat
89,BILAN,,,
890,Bilan d'ouverture,,Actif ou passif,Ouverture
891,Bilan de clôture,,Actif ou passif,Clôture
9,Classe 9 — Comptes analytiques,,,
99,Projets,,,Analytique
